iter	Passed	Remaining
438	1533	1960
439	1536	1955
440	1538	1950
441	1542	1947
442	1545	1943
443	1547	1938
444	1550	1933
445	1552	1928
446	1555	1924
447	1558	1920
448	1560	1915
449	1563	1910
450	1565	1905
451	1567	1900
452	1571	1897
453	1573	1892
454	1575	1887
455	1578	1882
456	1580	1877
457	1582	1873
458	1586	1869
459	1588	1865
460	1591	1861
461	1594	1857
462	1597	1852
463	1605	1854
464	1608	1850
465	1611	1846
466	1615	1844
467	1629	1852
468	1634	1851
469	1637	1846
470	1640	1842
471	1643	1838
472	1648	1836
473	1651	1832
474	1654	1828
475	1657	1824
476	1660	1820
477	1666	1820
478	1669	1816
479	1672	1811
480	1675	1808
481	1682	1807
482	1685	1803
483	1687	1799
484	1690	1795
485	1695	1793
486	1698	1789
487	1701	1784
488	1704	1781
489	1709	1779
490	1712	1775
491	1715	1771
492	1718	1767
493	1721	1763
494	1725	1760
495	1728	1756
496	1731	1752
497	1735	1749
498	1739	1746
499	1746	1746
500	1749	1742
501	1752	1738
502	1756	1735
503	1758	1730
504	1761	1726
505	1763	1721
506	1766	1717
507	1768	1713
508	1771	1708
509	1773	1704
510	1776	1699
511	1778	1695
512	1781	1690
513	1784	1686
514	1786	1682
515	1788	1677
516	1791	1673
517	1793	1669
518	1796	1664
519	1798	1660
520	1801	1656
521	1803	1651
522	1806	1647
523	1808	1643
524	1811	1638
525	1814	1634
526	1816	1630
527	1818	1625
528	1821	1621
529	1824	1617
530	1827	1613
531	1831	1611
532	1834	1607
533	1837	1603
534	1840	1599
535	1843	1595
536	1846	1591
537	1849	1588
538	1852	1584
539	1855	1580
540	1859	1577
541	1862	1574
542	1865	1570
543	1868	1566
544	1871	1562
545	1875	1559
546	1878	1556
547	1881	1552
548	1884	1548
549	1887	1544
550	1891	1541
551	1894	1537
552	1897	1533
553	1900	1529
554	1904	1526
555	1908	1523
556	1911	1520
557	1914	1516
558	1917	1512
559	1920	1509
560	1923	1505
561	1926	1501
562	1929	1497
563	1932	1493
564	1937	1491
565	1946	1492
566	1949	1488
567	1953	1485
568	1956	1481
569	1959	1477
570	1961	1474
571	1964	1470
572	1967	1466
573	1969	1461
574	1972	1457
575	1974	1453
576	1976	1449
577	1980	1445
578	1982	1441
579	1984	1437
580	1987	1433
581	1989	1428
582	1991	1424
583	1995	1421
584	1997	1417
585	2000	1412
586	2002	1408
587	2004	1404
588	2006	1400
589	2011	1397
590	2013	1393
591	2015	1389
592	2018	1385
593	2020	1381
594	2023	1377
595	2026	1373
596	2028	1369
597	2031	1365
598	2033	1361
599	2035	1357
600	2038	1353
601	2041	1349
602	2044	1345
603	2046	1341
604	2048	1337
605	2051	1333
606	2055	1330
607	2058	1327
608	2061	1323
609	2064	1319
610	2067	1316
611	2071	1313
612	2074	1309
613	2076	1305
614	2079	1301
615	2083	1298
616	2090	1297
617	2093	1294
618	2109	1298
619	2112	1294
620	2115	1291
621	2119	1288
622	2122	1284
623	2125	1280
624	2129	1277
625	2132	1274
626	2135	1270
627	2138	1266
628	2141	1263
629	2144	1259
630	2148	1256
631	2151	1252
632	2154	1248
633	2157	1245
634	2160	1242
635	2164	1238
636	2167	1235
637	2171	1232
638	2174	1228
639	2177	1225
640	2180	1221
641	2183	1217
642	2186	1214
643	2190	1210
644	2193	1207
645	2196	1203
646	2199	1200
647	2202	1196
648	2205	1192
649	2212	1191
650	2216	1188
651	2220	1185
652	2226	1182
653	2228	1179
654	2231	1175
655	2233	1171
656	2235	1167
657	2238	1163
658	2240	1159
659	2243	1155
660	2245	1151
661	2247	1147
662	2250	1143
663	2253	1140
664	2256	1136
665	2258	1132
666	2261	1128
667	2263	1124
668	2265	1120
669	2268	1117
670	2271	1113
671	2273	1109
672	2275	1105
673	2278	1101
674	2280	1098
675	2283	1094
676	2286	1090
677	2288	1086
678	2290	1083
679	2293	1079
680	2295	1075
681	2298	1071
682	2301	1068
683	2303	1064
684	2305	1060
685	2308	1056
686	2310	1052
687	2314	1049
688	2316	1045
689	2318	1041
690	2321	1037
691	2323	1034
692	2325	1030
693	2328	1026
694	2331	1023
695	2333	1019
696	2336	1015
697	2338	1011
698	2340	1007
699	2344	1004
700	2346	1000
701	2348	997
702	2351	993
703	2353	989
704	2355	985
705	2358	982
706	2361	978
707	2363	974
708	2366	971
709	2368	967
710	2370	963
711	2375	960
712	2377	957
713	2380	953
714	2383	950
715	2386	946
716	2390	943
717	2393	940
718	2396	936
719	2398	932
720	2402	929
721	2406	926
722	2409	922
723	2411	919
724	2414	915
725	2417	912
726	2422	909
727	2425	906
728	2427	902
729	2430	899
730	2435	896
731	2438	892
732	2440	889
733	2443	885
734	2446	882
735	2454	880
736	2456	876
737	2460	873
738	2463	869
739	2466	866
740	2469	863
741	2472	859
742	2475	856
743	2479	853
744	2482	849
745	2485	846
746	2488	842
747	2491	839
748	2495	836
749	2498	832
750	2501	829
751	2504	826
752	2507	822
753	2511	819
754	2514	815
755	2518	812
756	2521	809
757	2523	805
758	2526	802
759	2528	798
760	2531	795
761	2533	791
762	2536	787
763	2538	784
764	2541	780
765	2544	777
766	2546	773
767	2548	769
768	2551	766
769	2553	762
770	2556	759
771	2559	755
772	2561	752
773	2563	748
774	2566	745
775	2568	741
776	2571	738
777	2574	734
778	2576	731
779	2579	727
780	2581	723
781	2583	720
782	2589	717
783	2592	714
784	2595	710
785	2598	707
786	2603	704
787	2606	701
788	2608	697
789	2610	694
790	2613	690
791	2616	687
792	2619	683
793	2621	680
794	2623	676
795	2626	673
796	2628	669
797	2631	666
798	2634	662
799	2637	659
800	2639	655
801	2641	652
802	2644	648
803	2648	645
804	2651	642
805	2653	638
806	2655	635
807	2658	631
808	2660	628
809	2663	624
810	2665	621
811	2668	617
812	2670	614
813	2672	610
814	2676	607
815	2679	604
816	2682	600
817	2685	597
818	2687	594
819	2692	591
820	2695	587
821	2698	584
822	2701	580
823	2704	577
824	2708	574
825	2711	571
826	2714	567
827	2718	564
828	2722	561
829	2725	558
830	2728	554
831	2731	551
832	2733	548
833	2739	545
834	2743	542
835	2745	538
836	2748	535
837	2752	532
838	2758	529
839	2760	525
840	2763	522
841	2768	519
842	2772	516
843	2775	512
844	2778	509
845	2782	506
846	2784	503
847	2787	499
848	2790	496
849	2793	493
850	2797	489
851	2800	486
852	2803	483
853	2806	479
854	2809	476
855	2813	473
856	2816	469
857	2819	466
858	2821	463
859	2824	459
860	2826	456
861	2829	452
862	2831	449
863	2833	446
864	2836	442
865	2838	439
866	2843	436
867	2845	432
868	2848	429
869	2850	425
870	2853	422
871	2856	419
872	2859	416
873	2862	412
874	2864	409
875	2867	405
876	2869	402
877	2872	399
878	2875	395
879	2877	392
880	2879	389
881	2882	385
882	2884	382
883	2887	378
884	2889	375
885	2892	372
886	2894	368
887	2896	365
888	2899	362
889	2901	358
890	2904	355
891	2906	351
892	2909	348
893	2911	345
894	2913	341
895	2916	338
896	2919	335
897	2921	331
898	2923	328
899	2926	325
900	2928	321
901	2930	318
902	2934	315
903	2936	311
904	2939	308
905	2941	305
906	2943	301
907	2946	298
908	2949	295
909	2951	291
910	2953	288
911	2956	285
912	2958	281
913	2960	278
914	2964	275
915	2966	272
916	2968	268
917	2971	265
918	2973	262
919	2975	258
920	2979	255
921	2983	252
922	2986	249
923	2988	245
924	2992	242
925	2995	239
926	2998	236
927	3001	232
928	3004	229
929	3008	226
930	3011	223
931	3013	219
932	3016	216
933	3020	213
934	3025	210
935	3027	207
936	3031	203
937	3034	200
938	3037	197
939	3040	194
940	3043	190
941	3046	187
942	3049	184
943	3059	181
944	3062	178
945	3065	174
946	3071	171
947	3073	168
948	3077	165
949	3080	162
950	3082	158
951	3087	155
952	3090	152
953	3092	149
954	3095	145
955	3098	142
956	3101	139
957	3104	136
958	3107	132
959	3110	129
960	3115	126
961	3118	123
962	3121	119
963	3124	116
964	3127	113
965	3132	110
966	3134	106
967	3136	103
968	3139	100
969	3141	97
970	3144	93
971	3148	90
972	3150	87
973	3152	84
974	3155	80
975	3157	77
976	3160	74
977	3163	71
978	3165	67
979	3167	64
980	3170	61
981	3172	58
982	3175	54
983	3178	51
984	3180	48
985	3183	45
986	3185	41
987	3187	38
988	3191	35
989	3193	32
990	3195	29
991	3198	25
992	3200	22
993	3203	19
994	3206	16
995	3208	12
996	3211	9
997	3213	6
998	3215	3
999	3218	0
