iter	RMSE
739	2921.057221
740	2919.482119
741	2918.880751
742	2917.207557
743	2915.239658
744	2914.908931
745	2912.61939
746	2911.708041
747	2910.127678
748	2909.996778
749	2908.77719
750	2907.640257
751	2906.369929
752	2905.270085
753	2903.434136
754	2902.834836
755	2900.220645
756	2898.931603
757	2898.131467
758	2897.705905
759	2896.932719
760	2896.479441
761	2894.307767
762	2893.92097
763	2892.524913
764	2891.735149
765	2889.265387
766	2886.669524
767	2885.207311
768	2883.574468
769	2881.69805
770	2881.298866
771	2878.166431
772	2877.13486
773	2875.008571
774	2870.995344
775	2869.401297
776	2867.827375
777	2866.535961
778	2865.785692
779	2864.964666
780	2863.741933
781	2861.839807
782	2860.887512
783	2860.583185
784	2859.161274
785	2857.807283
786	2855.706787
787	2854.42882
788	2854.135768
789	2851.795234
790	2850.596664
791	2850.338596
792	2849.269919
793	2848.552004
794	2846.924169
795	2844.948764
796	2843.488333
797	2842.624606
798	2841.36233
799	2840.093596
800	2837.804813
801	2835.32433
802	2831.987108
803	2830.561948
804	2829.796856
805	2828.413899
806	2827.275317
807	2825.327486
808	2823.537333
809	2821.849005
810	2820.148685
811	2819.313757
812	2816.441411
813	2813.736589
814	2811.891898
815	2809.745579
816	2807.395569
817	2806.347184
818	2804.614999
819	2803.891148
820	2802.783198
821	2801.05818
822	2800.56167
823	2798.715266
824	2797.026345
825	2794.280439
826	2793.600656
827	2792.14615
828	2791.865377
829	2791.574133
830	2790.861217
831	2789.072204
832	2788.23409
833	2786.543454
834	2783.265182
835	2782.566535
836	2780.820796
837	2779.869286
838	2779.583723
839	2777.698691
840	2775.78477
841	2773.352987
842	2772.207813
843	2771.090785
844	2770.212638
845	2768.209236
846	2766.865165
847	2766.078606
848	2764.071854
849	2763.095529
850	2762.235382
851	2761.984596
852	2761.338478
853	2760.430322
854	2758.722927
855	2757.279726
856	2755.715371
857	2754.453477
858	2752.608019
859	2751.886173
860	2750.343207
861	2750.069576
862	2749.409934
863	2747.981803
864	2747.5224
865	2747.256612
866	2746.995522
867	2745.556542
868	2745.461698
869	2744.079612
870	2742.522306
871	2741.645124
872	2740.00001
873	2738.792723
874	2737.73756
875	2736.592895
876	2735.566941
877	2734.005383
878	2731.887345
879	2730.319697
880	2729.033911
881	2727.845319
882	2727.594918
883	2725.977258
884	2724.412347
885	2723.719581
886	2722.766869
887	2722.103269
888	2720.386199
889	2719.724035
890	2718.856679
891	2718.095933
892	2716.340113
893	2715.539285
894	2714.530175
895	2713.943977
896	2712.892069
897	2710.622066
898	2709.260962
899	2707.100605
900	2706.6035
901	2705.622931
902	2704.594415
903	2704.029345
904	2700.922064
905	2699.745165
906	2697.54751
907	2696.041904
908	2695.037926
909	2694.805492
910	2692.857182
911	2692.547938
912	2690.369165
913	2687.400523
914	2686.078712
915	2685.118259
916	2683.149268
917	2681.738066
918	2680.869931
919	2678.867581
920	2678.054414
921	2677.802256
922	2677.574254
923	2675.802626
924	2674.03821
925	2672.638582
926	2672.064325
927	2670.732196
928	2669.773003
929	2669.140492
930	2666.176623
931	2665.450043
932	2664.828143
933	2663.416348
934	2661.770729
935	2660.736471
936	2659.400099
937	2658.524664
938	2657.970036
939	2657.732126
940	2656.504201
941	2655.843073
942	2654.2595
943	2653.982458
944	2652.178112
945	2651.154156
946	2651.088592
947	2650.891242
948	2649.507136
949	2648.771754
950	2647.188604
951	2645.654895
952	2643.661471
953	2642.544144
954	2641.579545
955	2640.217246
956	2639.306743
957	2639.043056
958	2638.259066
959	2636.641394
960	2635.471266
961	2635.120626
962	2634.503341
963	2634.291814
964	2633.757104
965	2633.212201
966	2632.606591
967	2632.361025
968	2631.766458
969	2631.125473
970	2630.433346
971	2629.582651
972	2628.989204
973	2627.266247
974	2626.674278
975	2624.583985
976	2624.412638
977	2623.891031
978	2623.106507
979	2622.517885
980	2621.736543
981	2621.542767
982	2620.97943
983	2618.085811
984	2616.50577
985	2616.179567
986	2613.986154
987	2613.236152
988	2612.319907
989	2611.783202
990	2610.809942
991	2610.419866
992	2608.940304
993	2607.785239
994	2606.778325
995	2606.204407
996	2605.045655
997	2604.139138
998	2603.633623
999	2602.844885
