iter	RMSE
305	3690.324843
306	3688.329119
307	3687.042318
308	3686.247536
309	3681.967373
310	3680.576602
311	3678.835524
312	3678.082595
313	3674.544276
314	3671.018707
315	3670.316541
316	3670.138219
317	3669.380211
318	3665.742491
319	3662.465327
320	3659.069104
321	3655.264401
322	3654.574491
323	3653.067696
324	3652.395542
325	3648.594163
326	3646.401997
327	3644.214191
328	3642.73929
329	3642.085439
330	3641.46555
331	3640.438711
332	3639.601237
333	3638.551811
334	3635.043377
335	3631.865257
336	3627.99517
337	3627.316585
338	3623.450871
339	3621.531313
340	3619.425934
341	3617.305843
342	3615.293675
343	3614.432363
344	3612.720712
345	3611.074169
346	3610.578108
347	3610.441011
348	3607.90941
349	3607.255087
350	3607.107308
351	3606.675515
352	3603.887487
353	3603.16483
354	3602.595223
355	3600.511401
356	3599.833307
357	3599.418442
358	3598.989764
359	3596.054473
360	3595.531474
361	3593.483704
362	3590.958712
363	3589.796932
364	3587.836782
365	3587.328894
366	3585.215678
367	3583.989613
368	3581.827262
369	3578.751462
370	3577.103061
371	3575.326267
372	3572.708158
373	3570.005801
374	3567.765495
375	3566.240478
376	3565.789679
377	3563.775652
378	3560.534161
379	3560.439853
380	3557.465315
381	3556.861943
382	3555.525858
383	3555.276995
384	3554.823978
385	3552.64661
386	3550.018257
387	3548.471124
388	3544.722898
389	3544.266628
390	3541.705368
391	3540.112313
392	3538.247897
393	3537.223707
394	3536.674981
395	3533.570355
396	3532.749362
397	3530.113782
398	3528.458365
399	3527.869332
400	3525.053209
401	3522.592611
402	3521.395667
403	3517.236791
404	3516.395202
405	3514.011023
406	3513.186868
407	3512.019616
408	3510.564798
409	3508.686232
410	3507.49495
411	3506.606074
412	3504.645687
413	3503.681918
414	3501.939278
415	3499.670836
416	3497.975271
417	3495.673634
418	3493.842823
419	3491.626432
420	3490.741612
421	3487.913154
422	3485.094346
423	3483.811623
424	3481.721297
425	3478.957314
426	3478.173627
427	3477.266371
428	3476.79848
429	3474.377873
430	3472.274148
431	3470.38663
432	3468.803809
433	3468.716497
434	3465.649644
435	3464.507582
436	3462.549126
437	3460.977822
438	3459.063743
439	3457.601371
440	3457.098576
441	3455.961054
442	3454.462958
443	3452.10832
444	3450.595651
445	3449.002123
446	3448.933703
447	3447.542306
448	3445.035404
449	3442.119315
450	3440.694721
451	3436.180442
452	3435.89888
453	3435.422377
454	3431.867137
455	3429.789596
456	3427.710508
457	3427.419034
458	3426.304665
459	3422.317018
460	3418.783265
461	3417.302462
462	3416.816105
463	3414.845007
464	3414.030349
465	3412.127422
466	3411.55346
467	3407.99484
468	3406.652113
469	3404.898365
470	3403.233867
471	3402.806905
472	3402.305613
473	3400.89782
474	3399.190282
475	3396.570675
476	3395.860107
477	3395.023864
478	3394.179372
479	3392.128752
480	3388.435478
481	3386.871541
482	3386.637909
483	3386.494958
484	3383.725294
485	3383.486912
486	3382.051052
487	3380.367352
488	3379.044099
489	3377.816813
490	3376.408289
491	3373.822752
492	3372.502927
493	3370.334174
494	3368.83035
495	3367.321346
496	3365.961409
497	3364.495147
498	3361.420641
499	3360.036374
500	3355.472526
501	3352.933931
502	3350.199938
503	3348.858333
504	3347.513061
505	3346.763764
506	3343.276213
507	3341.467334
508	3338.851595
509	3337.783287
510	3335.343934
511	3332.923242
512	3331.601437
513	3329.249222
514	3327.609609
515	3326.208497
516	3324.928323
517	3324.458379
518	3323.485085
519	3322.654761
520	3322.494586
521	3320.781266
522	3319.847583
523	3318.688309
524	3316.357413
525	3316.098877
526	3313.976985
527	3313.639319
528	3312.068525
529	3311.662735
530	3309.600157
531	3307.391605
532	3306.079688
533	3305.12328
534	3303.602692
535	3302.293244
536	3300.264669
537	3299.853141
538	3299.086585
539	3298.20526
540	3297.426111
541	3296.104218
542	3293.361642
543	3292.85363
544	3291.667439
545	3290.850391
546	3289.147571
547	3287.468549
548	3286.511082
549	3286.050464
550	3285.589425
551	3283.586028
552	3282.326521
553	3280.902146
554	3279.924524
555	3278.451834
556	3277.094687
557	3274.61659
558	3273.919254
559	3272.551553
560	3271.930656
561	3270.717757
562	3267.398989
563	3266.617126
564	3262.855311
565	3261.27645
566	3260.284494
567	3257.111976
568	3256.338298
569	3255.912824
570	3254.990522
571	3253.89176
572	3250.279871
573	3247.13629
574	3245.866567
575	3244.891689
576	3242.13821
577	3241.701022
578	3238.724392
579	3237.819587
580	3237.060516
581	3236.089676
582	3231.977795
583	3229.777413
584	3228.430755
585	3228.094867
586	3226.870756
587	3225.580858
588	3224.674499
589	3223.127006
590	3221.98422
591	3221.681817
592	3220.160552
593	3218.010442
594	3216.796053
595	3216.610783
596	3215.486562
597	3213.921588
598	3212.27055
599	3210.126133
600	3208.868402
601	3207.183896
602	3205.892141
603	3204.774448
604	3202.416884
605	3200.327951
606	3199.524521
607	3198.326187
608	3197.43208
609	3194.805187
610	3194.267797
611	3193.45063
612	3191.670189
613	3190.822779
614	3188.89295
615	3187.536906
616	3186.909656
617	3186.089698
618	3185.134274
619	3184.619991
620	3182.972819
621	3181.835867
622	3180.977623
623	3180.301901
624	3176.882925
625	3174.730482
626	3174.161832
627	3173.900239
628	3173.524509
629	3171.283382
630	3170.552288
631	3169.354021
632	3166.73362
633	3165.813546
634	3164.476087
635	3162.233644
636	3161.74134
637	3160.213645
638	3158.73188
639	3158.566534
640	3157.689122
641	3157.028744
642	3155.982484
643	3155.045302
644	3153.174677
645	3152.156892
646	3149.953842
647	3148.861926
648	3147.244899
649	3146.008677
650	3145.481399
651	3144.709607
652	3142.098947
653	3141.48408
654	3140.405824
655	3138.325977
656	3137.344022
657	3136.210347
658	3135.277755
659	3134.514885
660	3133.77897
661	3133.177957
662	3131.935853
663	3130.560731
664	3128.572315
665	3127.687348
666	3126.341365
667	3124.014403
668	3123.779224
669	3123.289177
670	3122.962314
671	3122.817607
672	3120.780195
673	3120.07424
674	3119.329659
675	3119.115598
676	3118.35537
677	3115.643311
678	3113.693528
679	3112.308947
680	3110.569427
681	3108.169291
682	3107.023801
683	3105.763539
684	3104.498446
685	3104.154492
686	3103.305492
687	3102.445886
688	3099.017584
689	3098.456923
690	3097.59898
691	3097.038776
692	3093.924622
693	3092.38101
694	3091.995325
695	3090.485339
696	3089.340094
697	3088.107214
698	3086.521239
699	3086.046247
700	3085.359438
701	3084.123588
702	3083.404126
703	3081.661941
704	3081.11645
705	3079.697803
706	3078.648291
707	3076.484595
708	3075.399153
709	3073.194934
710	3072.515264
711	3071.703291
712	3069.854437
713	3067.768373
714	3064.833417
715	3063.191774
716	3059.330253
717	3058.977718
718	3058.437424
719	3057.428288
720	3057.061075
721	3056.115765
722	3055.499827
723	3055.19423
724	3054.216496
725	3052.274268
726	3050.776007
727	3049.999154
728	3047.883455
729	3046.619016
730	3045.256073
731	3043.749234
732	3041.805957
733	3040.816754
734	3040.33947
735	3039.722531
736	3039.588038
737	3038.243026
738	3036.770204
739	3035.809203
740	3035.111103
741	3033.723012
742	3033.301057
743	3032.116665
744	3031.377215
745	3029.938435
746	3027.987268
747	3026.692326
748	3026.391456
749	3026.058457
750	3025.259033
751	3024.17528
752	3023.663212
753	3023.170346
754	3021.17821
755	3020.5202
756	3019.794498
757	3016.145593
758	3014.570087
759	3013.976579
760	3013.558639
761	3012.730046
762	3012.638797
763	3010.705192
764	3008.770844
765	3008.420911
766	3007.963623
767	3005.157998
768	3003.449606
769	3002.674725
770	3002.18859
771	3000.617659
772	2999.54338
773	2997.591765
774	2996.680414
775	2995.617251
776	2994.976928
777	2994.679895
778	2992.529083
779	2991.332151
780	2990.930822
781	2989.886558
782	2987.326095
783	2986.924537
784	2984.648087
785	2981.761302
786	2981.057142
787	2979.318839
788	2978.045703
789	2976.918968
790	2975.896106
791	2975.005644
792	2973.187808
793	2972.254254
794	2970.435813
795	2969.45598
796	2968.872046
797	2967.483883
798	2965.759042
799	2964.410421
800	2963.360816
801	2960.130332
802	2959.184993
803	2957.947467
804	2956.615708
805	2955.302037
806	2954.275802
807	2953.815687
808	2952.685587
809	2950.914899
810	2949.626287
811	2948.860197
812	2947.31644
813	2945.810437
814	2945.422264
815	2944.891433
816	2944.20454
817	2944.025736
818	2943.828537
819	2943.262621
820	2942.424202
821	2941.247449
822	2940.17976
823	2939.827736
824	2939.25791
825	2938.883472
826	2937.259383
827	2935.842699
828	2934.801785
829	2933.953485
830	2933.573236
831	2933.053224
832	2931.025078
833	2927.954222
834	2926.40085
835	2925.584049
836	2922.89963
837	2921.248459
838	2920.58329
839	2919.040331
840	2917.584042
841	2915.586331
842	2913.542573
843	2912.958099
844	2910.941715
845	2910.23364
846	2908.693667
847	2908.318582
848	2907.643863
849	2906.992253
850	2906.53823
851	2906.448684
852	2903.447786
853	2901.535737
854	2901.204568
855	2899.926672
856	2899.354816
857	2899.127938
858	2898.528157
859	2897.922507
860	2896.433957
861	2895.443295
862	2895.089876
863	2893.850309
864	2893.043093
865	2892.701863
866	2891.265173
867	2888.006998
868	2886.540757
869	2883.266377
870	2882.676221
871	2879.959403
872	2879.063814
873	2877.696208
874	2877.290371
875	2875.921532
876	2875.342086
877	2873.134148
878	2872.606363
879	2871.382134
880	2870.965222
881	2870.327439
882	2869.492282
883	2866.514947
884	2866.041205
885	2863.87831
886	2861.940723
887	2860.90435
888	2859.892128
889	2859.532713
890	2858.94856
891	2858.572168
892	2857.398288
893	2856.356733
894	2855.158589
895	2854.1368
896	2853.80536
897	2853.208145
898	2851.978909
899	2851.227461
900	2850.446253
901	2850.060997
902	2848.89706
903	2847.153842
904	2845.401361
905	2844.429067
906	2842.961299
907	2841.347865
908	2839.941174
909	2838.981079
910	2836.819109
911	2835.101235
912	2834.515529
913	2833.796635
914	2832.241931
915	2829.49459
916	2829.271476
917	2828.237946
918	2826.422741
919	2825.981609
920	2824.842552
921	2823.573001
922	2821.515062
923	2820.418342
924	2818.775807
925	2817.187735
926	2815.386641
927	2815.075051
928	2813.81703
929	2813.509544
930	2812.378372
931	2811.791832
932	2810.945073
933	2810.154648
934	2807.762052
935	2806.087666
936	2805.626442
937	2803.039113
938	2802.145468
939	2801.226575
940	2800.392989
941	2799.131179
942	2797.596893
943	2796.691475
944	2794.172866
945	2792.233542
946	2789.003546
947	2787.725306
948	2787.307198
949	2786.456318
950	2785.380583
951	2783.198269
952	2782.360005
953	2781.533004
954	2779.659325
955	2779.353678
956	2778.110852
957	2775.192716
958	2774.333977
959	2772.399863
960	2771.923103
961	2771.08546
962	2770.225283
963	2769.465145
964	2768.78311
965	2768.585979
966	2766.684203
967	2765.28968
968	2764.350844
969	2762.804346
970	2760.247531
971	2757.669941
972	2757.365743
973	2756.926471
974	2756.412623
975	2755.373216
976	2753.698414
977	2751.770064
978	2749.1089
979	2748.81546
980	2747.122632
981	2746.467
982	2745.671984
983	2744.404625
984	2743.186818
985	2741.873629
986	2741.786634
987	2739.807815
988	2739.126728
989	2738.617711
990	2736.995085
991	2735.520343
992	2734.752257
993	2734.300949
994	2733.972274
995	2732.895752
996	2731.801797
997	2730.409763
998	2729.314852
999	2727.557501
